0,1,1,1,1
1,1,1,0,1
2,1,1,0,1
3,2,2,0,2
4,2,2,0,2
5,2,2,0,2
6,2,2,1,2
7,2,2,0,2
8,2,2,0,2
9,2,2,0,2
10,2,2,0,2
11,2,2,0,2
12,2,2,0,2
13,2,2,0,2
14,2,2,0,2
15,2,2,0,2
16,2,2,0,2
17,2,2,0,2
18,2,2,0,2
19,2,2,0,2
20,2,2,0,2
21,2,2,0,2
22,2,2,0,2
23,2,2,0,2
24,2,2,0,2
25,2,2,0,2
26,2,2,0,2
27,2,2,0,2
28,2,2,0,2
29,2,2,0,2
30,2,2,0,2
31,2,2,0,2
32,2,2,0,2
33,2,2,0,2
34,2,2,0,2
35,2,2,0,2
36,2,2,0,2
37,2,2,0,2
38,2,2,0,2
39,2,2,0,2
40,2,2,0,2
41,2,2,0,2
42,2,2,0,2
43,2,2,0,2
44,2,2,0,2
45,2,2,0,2
46,2,2,0,2
47,2,2,1,2
48,2,2,0,2
49,2,2,0,2
50,2,2,0,2
51,2,2,0,2
52,2,2,0,2
53,2,2,0,2
54,2,2,0,2
55,2,2,0,2
56,2,2,0,2
57,2,2,0,2
58,2,2,0,2
59,2,2,0,2
60,1,1,0,2
61,1,1,0,2
62,1,1,0,2
63,1,1,0,2
64,2,2,1,3
65,2,2,0,3
66,2,2,0,3
67,2,2,0,3
68,2,2,0,3
69,2,2,0,3
70,2,2,0,3
71,2,2,0,3
72,3,3,1,4
73,3,3,1,4
74,3,3,0,4
75,3,3,0,4
76,3,3,0,4
77,3,3,0,4
78,2,2,1,4
79,2,2,0,4
80,2,2,0,4
81,2,2,0,4
82,2,2,0,4
83,2,2,1,4
84,2,2,0,4
85,2,2,0,4
86,2,2,0,4
87,2,2,0,4
88,2,2,0,4
89,2,2,0,4
90,2,2,0,4
91,2,2,0,4
92,2,2,0,4
93,1,1,0,4
94,1,1,0,4
95,1,1,0,4
96,1,1,0,4
97,0,0,0,4
98,0,0,0,4
99,0,0,0,4
100,0,0,0,4
101,0,0,0,4
102,0,0,0,4
103,0,0,0,4
104,0,0,0,4
105,0,0,0,4
106,0,0,0,4
107,0,0,0,4
108,0,0,0,4
109,0,0,0,4
110,0,0,0,4
111,0,0,0,4
112,0,0,0,4
113,0,0,0,4
114,0,0,1,4
115,0,0,1,4
116,0,0,0,4
117,0,0,0,4
118,0,0,0,4
119,0,0,0,4
120,0,0,0,4
121,0,0,0,4
122,0,0,0,4
123,0,0,0,4
124,0,0,0,4
125,0,0,0,4
126,0,0,0,4
127,0,0,0,4
128,0,0,0,4
129,0,0,0,4
130,0,0,0,4
131,0,0,0,4
132,0,0,0,4
133,0,0,0,4
134,0,0,0,4
135,0,0,0,4
136,0,0,1,4
137,0,0,0,4
138,0,0,0,4
139,0,0,0,4
140,0,0,0,4
141,0,0,0,4
142,0,0,0,4
143,0,0,0,4
144,0,0,0,4
145,0,0,0,4
146,0,0,1,4
147,0,0,0,4
148,0,0,0,4
149,0,0,0,4
150,0,0,0,4
151,0,0,0,4
152,0,0,0,4
153,0,0,0,4
154,0,0,0,4
155,0,0,0,4
156,0,0,0,4
157,0,0,1,4
158,0,0,0,4
159,0,0,0,4
160,0,0,0,4
161,0,0,0,4
162,0,0,0,4
163,0,0,0,4
164,0,0,0,4
165,0,0,0,4
166,0,0,0,4
167,0,0,0,4
168,0,0,0,4
169,0,0,0,4
170,0,0,0,4
171,0,0,0,4
172,0,0,0,4
173,0,0,0,4
174,0,0,0,4
175,0,0,0,4
176,0,0,0,4
177,0,0,0,4
178,0,0,0,4
179,0,0,0,4
180,0,0,0,4
181,0,0,0,4
182,0,0,0,4
183,0,0,0,4
184,0,0,0,4
185,0,0,0,4
186,0,0,0,4
187,0,0,0,4
188,0,0,0,4
189,0,0,0,4
190,0,0,0,4
191,0,0,1,4
192,0,0,0,4
193,0,0,0,4
194,0,0,0,4
195,0,0,0,4
196,0,0,0,4
197,0,0,0,4
198,0,0,0,4
199,0,0,0,4
200,0,0,1,4
201,0,0,0,4
202,0,0,0,4
203,0,0,0,4
204,0,0,0,4
205,0,0,0,4
206,0,0,0,4
207,0,0,0,4
208,0,0,0,4
209,0,0,0,4
210,0,0,0,4
211,0,0,0,4
212,0,0,0,4
213,0,0,0,4
214,0,0,0,4
215,0,0,0,4
216,0,0,0,4
217,0,0,0,4
218,0,0,0,4
219,0,0,0,4
220,0,0,0,4
221,0,0,0,4
222,0,0,0,4
223,0,0,0,4
224,0,0,0,4
225,0,0,0,4
226,0,0,0,4
227,0,0,0,4
228,0,0,0,4
229,0,0,0,4
230,0,0,0,4
231,0,0,0,4
232,0,0,0,4
233,0,0,0,4
